Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.38     0.00        6     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator()
  0.00      2.38     0.00        6     0.00     0.00  std::thread* std::__niter_base<std::thread*>(std::thread*)
  0.00      2.38     0.00        5     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.38     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > > const&)
  0.00      2.38     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&)
  0.00      2.38     0.00        4     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::size() const
  0.00      2.38     0.00        4     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::allocator(std::allocator<std::vector<double, std::allocator<double> > > const&)
  0.00      2.38     0.00        4     0.00     0.00  std::remove_reference<std::tuple<void (*)(unsigned long, unsigned long, Matrix<double>&), unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >&>::type&& std::move<std::tuple<void (*)(unsigned long, unsigned long, Matrix<double>&), unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >&>(std::tuple<void (*)(unsigned long, unsigned long, Matrix<double>&), unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >&)
  0.00      2.38     0.00        4     0.00     0.00  unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&)
  0.00      2.38     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::_M_max_size() const
  0.00      2.38     0.00        3     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const
  0.00      2.38     0.00        3     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      2.38     0.00        3     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator()
  0.00      2.38     0.00        3     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::~_Vector_impl()
  0.00      2.38     0.00        3     0.00     0.06  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~_Vector_base()
  0.00      2.38     0.00        3     0.00     0.06  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::~vector()
  0.00      2.38     0.00        3     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*)
  0.00      2.38     0.00        3     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> > >&)
  0.00      2.38     0.00        2     0.00     0.00  get_time()
  0.00      2.38     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::new_allocator()
  0.00      2.38     0.00        2     0.00     0.00  bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&)
  0.00      2.38     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::max_size() const
  0.00      2.38     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::_M_max_size() const
  0.00      2.38     0.00        2     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() const
  0.00      2.38     0.00        2     0.00     0.00  std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::max_size() const
  0.00      2.38     0.00        2     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::allocator()
  0.00      2.38     0.00        2     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&)
  0.00      2.38     0.00        2     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      2.38     0.00        2     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_deallocate(std::thread*, unsigned long)
  0.00      2.38     0.00        2     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<double, std::allocator<double> > > const&)
  0.00      2.38     0.00        2     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_M_swap_data(std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data&)
  0.00      2.38     0.00        2     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr()
  0.00      2.38     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::thread> >::max_size(std::allocator<std::thread> const&)
  0.00      2.38     0.00        2     0.00     0.00  std::thread::id::id()
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_max_size(std::allocator<std::thread> const&)
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_do_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&, std::integral_constant<bool, true>)
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_use_relocate()
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::end()
  0.00      2.38     0.00        2     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::begin()
  0.00      2.38     0.00        2     0.00     0.00  std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      2.38     0.00        2     0.00     0.00  std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      2.38     0.00        2     0.00     0.00  std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      2.38     0.00        2     0.00     0.00  std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      2.38     0.00        2     0.00     0.00  unsigned long&& std::forward<unsigned long&&>(std::remove_reference<unsigned long&&>::type&)
  0.00      2.38     0.00        2     0.00     0.00  void (*&&std::forward<void (*)(unsigned long, unsigned long, Matrix<double>&)>(std::remove_reference<void (*)(unsigned long, unsigned long, Matrix<double>&)>::type&))(unsigned long, unsigned long, Matrix<double>&)
  0.00      2.38     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z22generate_random_vectorm
  0.00      2.38     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      2.38     0.00        1     0.00     0.00  _GLOBAL__sub_I_myMutex
  0.00      2.38     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.38     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.38     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      2.38     0.00        1     0.00     1.44  Matrix<double>::Matrix(unsigned long, unsigned long)
  0.00      2.38     0.00        1     0.00     0.06  Matrix<double>::~Matrix()
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::deallocate(std::thread*, unsigned long)
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::allocate(unsigned long, void const*)
  0.00      2.38     0.00        1     0.00     0.00  void __gnu_cxx::new_allocator<std::thread>::construct<std::thread, void (&)(unsigned long, unsigned long, Matrix<double>&), unsigned long&, unsigned long&, std::reference_wrapper<Matrix<double> > >(std::thread*, void (&)(unsigned long, unsigned long, Matrix<double>&), unsigned long&, unsigned long&, std::reference_wrapper<Matrix<double> >&&)
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::new_allocator()
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::~new_allocator()
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::deallocate(std::vector<double, std::allocator<double> >*, unsigned long)
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::allocate(unsigned long, void const*)
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator++()
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::difference_type __gnu_cxx::operator-<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&)
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::max_size() const
  0.00      2.38     0.00        1     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::get_allocator() const
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator() const
  0.00      2.38     0.00        1     0.00     0.00  std::reference_wrapper<Matrix<double> >::get() const
  0.00      2.38     0.00        1     0.00     0.00  std::reference_wrapper<Matrix<double> >::operator Matrix<double>&() const
  0.00      2.38     0.00        1     0.00     0.00  std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const
  0.00      2.38     0.00        1     0.00     0.00  std::thread::joinable() const
  0.00      2.38     0.00        1     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_M_check_len(unsigned long, char const*) const
  0.00      2.38     0.00        1     0.00     0.00  std::allocator<std::thread>::allocator()
  0.00      2.38     0.00        1     0.00     0.00  std::allocator<std::thread>::~allocator()
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), false>::_M_head(std::_Head_base<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), false>&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), false>::_Head_base(void (* const&)(unsigned long, unsigned long, Matrix<double>&))
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_Head_base()
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base()
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<1ul, unsigned long, false>::_M_head(std::_Head_base<1ul, unsigned long, false>&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<1ul, unsigned long, false>::_Head_base<unsigned long&>(unsigned long&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<2ul, unsigned long, false>::_M_head(std::_Head_base<2ul, unsigned long, false>&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<2ul, unsigned long, false>::_Head_base<unsigned long&>(unsigned long&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<3ul, std::reference_wrapper<Matrix<double> >, false>::_M_head(std::_Head_base<3ul, std::reference_wrapper<Matrix<double> >, false>&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Head_base<3ul, std::reference_wrapper<Matrix<double> >, false>::_Head_base<std::reference_wrapper<Matrix<double> > >(std::reference_wrapper<Matrix<double> >&&)
  0.00      2.38     0.00        1     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::unique_ptr<std::default_delete<std::thread::_State>, void>(std::thread::_State*)
  0.00      2.38     0.00        1     0.00     0.00  std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr()
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >::_M_head(std::_Tuple_impl<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >::_Tuple_impl<void (&)(unsigned long, unsigned long, Matrix<double>&), unsigned long&, unsigned long&, std::reference_wrapper<Matrix<double> >, void>(void (&)(unsigned long, unsigned long, Matrix<double>&), unsigned long&, unsigned long&, std::reference_wrapper<Matrix<double> >&&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >::_M_head(std::_Tuple_impl<1ul, unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, unsigned long, unsigned long, std::reference_wrapper<Matrix<double> > >::_Tuple_impl<unsigned long&, unsigned long&, std::reference_wrapper<Matrix<double> >, void>(unsigned long&, unsigned long&, std::reference_wrapper<Matrix<double> >&&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<2ul, unsigned long, std::reference_wrapper<Matrix<double> > >::_M_head(std::_Tuple_impl<2ul, unsigned long, std::reference_wrapper<Matrix<double> > >&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<2ul, unsigned long, std::reference_wrapper<Matrix<double> > >::_Tuple_impl<unsigned long&, std::reference_wrapper<Matrix<double> >, void>(unsigned long&, std::reference_wrapper<Matrix<double> >&&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<3ul, std::reference_wrapper<Matrix<double> > >::_M_head(std::_Tuple_impl<3ul, std::reference_wrapper<Matrix<double> > >&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Tuple_impl<3ul, std::reference_wrapper<Matrix<double> > >::_Tuple_impl<std::reference_wrapper<Matrix<double> > >(std::reference_wrapper<Matrix<double> >&&)
  0.00      2.38     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*)
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_allocate(unsigned long)
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::_Vector_impl()
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl::~_Vector_impl()
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_Vector_base()
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::~_Vector_base()
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_allocate(unsigned long)
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl::_Vector_impl()
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_create_storage(unsigned long)
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(std::allocator<std::vector<double, std::allocator<double> > > const&)
  0.00      2.38     0.00        1     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_base(unsigned long, std::allocator<std::vector<double, std::allocator<double> > > const&)
